关键词1,关键词2,链路强度值,链接强度分类
MCU processor,triaxial acceleration sensor,3.5,强链接
buoy terminal,tilt measurement,3.5,强链接
MCU processor,tilt measurement,3.5,强链接
MCU processor,buoy terminal,3.5,强链接
camellia fruit processing,vibration exciter,3.5,强链接
friction drive reduction,multi-step threads,3.5,强链接
friction drive reduction,tension spring,3.5,强链接
CMOS image sensor,user experience improvement,3.5,强链接
distance identification,user experience improvement,3.5,强链接
homing mechanism,manual disconnection,3.5,强链接
dual tank system,non-electric operation,3.5,强链接
dual tank system,wastewater recycling,3.5,强链接
rapid unloading,supporting beam,3.5,强链接
mobile operation vehicle,supporting beam,3.5,强链接
mobile operation vehicle,rapid unloading,3.5,强链接
optical scanning,positioning groove,3.5,强链接
glass cement,optical scanning,3.5,强链接
contact sensor,optical scanning,3.5,强链接
glass cement,positioning groove,3.5,强链接
contact sensor,positioning groove,3.5,强链接
contact sensor,glass cement,3.5,强链接
automated navigation,precision landing,3.5,强链接
laser beam technology,precision landing,3.5,强链接
docking guidance,precision landing,3.5,强链接
automated navigation,laser beam technology,3.5,强链接
automated planning,defect analysis,3.5,强链接
automated navigation,docking guidance,3.5,强链接
docking guidance,laser beam technology,3.5,强链接
homing mechanism,planetary reduction gear,3.5,强链接
automatic grenade launcher,planetary reduction gear,3.5,强链接
field-strength antenna,posture adjustment,3.5,强链接
field-strength antenna,self-adaptive fixing,3.5,强链接
posture adjustment,self-adaptive fixing,3.5,强链接
anti-vibration feedback,coaxial catch,3.5,强链接
automated planning,dynamic optimization,3.5,强链接
sliding platform,supporting beam,3.5,强链接
rapid unloading,sliding platform,3.5,强链接
mobile operation vehicle,sliding platform,3.5,强链接
double-gear transmission,worm gear mechanism,3.5,强链接
double-gear transmission,ribbed box cover,3.5,强链接
electric vehicle,worm gear mechanism,3.5,强链接
electric vehicle,ribbed box cover,3.5,强链接
ribbed box cover,worm gear mechanism,3.5,强链接
automatic grenade launcher,manual disconnection,3.5,强链接
manual disconnection,planetary reduction gear,3.5,强链接
defect analysis,dynamic optimization,3.5,强链接
data radio,vertical gyroscope,3.5,强链接
airspeed sensor,vertical gyroscope,3.5,强链接
automatic grenade launcher,homing mechanism,3.5,强链接
air duct assembly,stroke switch control,3.5,强链接
asynchronous motor,smoke ventilator,3.5,强链接
asynchronous motor,stroke switch control,3.5,强链接
smoke ventilator,stroke switch control,3.5,强链接
electronic tracking,ordnance deployment,3.5,强链接
floating box design,low center gravity,3.5,强链接
amphibious landing,low center gravity,3.5,强链接
amphibious landing,floating box design,3.5,强链接
electronic tracking,projectile telemetry,3.5,强链接
automatic door,rack mechanism,3.5,强链接
constant-speed reversing,rack mechanism,3.5,强链接
automatic door,constant-speed reversing,3.5,强链接
precision transmission,worm gear,3.5,强链接
autonomous scene change,uplink signal,3.5,强链接
terminal homing,uplink signal,3.5,强链接
double-gear transmission,electric vehicle,3.5,强链接
environmental reduction,low-cost gearbox,3.5,强链接
low-cost gearbox,mechanical efficiency,3.5,强链接
boiler tube plate,compound mold design,3.5,强链接
compound mold design,hot pressing die,3.5,强链接
compound mold design,eccentric hole forming,3.5,强链接
boiler tube plate,hot pressing die,3.5,强链接
boiler tube plate,eccentric hole forming,3.5,强链接
autonomous scene change,terminal homing,3.5,强链接
disease image identifier,rice health monitoring,3.5,强链接
automatic roll-installing,deviation correction,3.5,强链接
clamping base sliding rail,deviation correction,3.5,强链接
deviation correction,magnetic powder brake,3.5,强链接
ordnance deployment,projectile telemetry,3.5,强链接
air duct assembly,asynchronous motor,3.5,强链接
air duct assembly,smoke ventilator,3.5,强链接
control logic,multi-state operation,3.5,强链接
capacitor storage,multi-state operation,3.5,强链接
autonomous emergency light,control logic,3.5,强链接
autonomous emergency light,capacitor storage,3.5,强链接
capacitor storage,control logic,3.5,强链接
low-cost gearbox,overdrive gear,3.5,强链接
automatic roll-installing,clamping base sliding rail,3.5,强链接
automatic roll-installing,magnetic powder brake,3.5,强链接
clamping base sliding rail,magnetic powder brake,3.5,强链接
four-shaft aircraft,quick-detach motor,3.5,强链接
cantilever design,drum-shaped cabin,3.5,强链接
drum-shaped cabin,four-shaft aircraft,3.5,强链接
drum-shaped cabin,quick-detach motor,3.5,强链接
cantilever design,four-shaft aircraft,3.5,强链接
environmental reduction,mechanical efficiency,3.5,强链接
beam adjustment,circular closed loop,3.5,强链接
beam adjustment,servo control,3.5,强链接
circular closed loop,servo control,3.5,强链接
positioning pawl,pressing cylinder,3.5,强链接
positioning pawl,servo motor conveyor,3.5,强链接
positioning pawl,spiral stake production,3.5,强链接
non-electric operation,wastewater recycling,3.5,强链接
servo motor conveyor,spiral stake production,3.5,强链接
environmental reduction,overdrive gear,3.5,强链接
mechanical efficiency,overdrive gear,3.5,强链接
eccentric hole forming,hot pressing die,3.5,强链接
cantilever design,quick-detach motor,3.5,强链接
clutch brake system,transmission efficiency,3.5,强链接
autonomous emergency light,multi-state operation,3.5,强链接
fish reproductive rate,plastic connecting rods,3.5,强链接
plastic connecting rods,seaweed culture,3.5,强链接
fish reproductive rate,seaweed culture,3.5,强链接
beam adjustment,position feedback,3.5,强链接
circular closed loop,position feedback,3.5,强链接
discharge device,numerical control system,3.5,强链接
lifting oil groove,numerical control system,3.5,强链接
discharge device,lifting oil groove,3.5,强链接
automatic ejection,mould design,3.5,强链接
automatic fish bowl,self-cleaning mechanism,3.5,强链接
automatic fish bowl,turbidity detection,3.5,强链接
self-cleaning mechanism,turbidity detection,3.5,强链接
position feedback,servo control,3.5,强链接
bandwidth allocation,dynamic transmission control,3.5,强链接
UAV data link,dynamic transmission control,3.5,强链接
UAV data link,bandwidth allocation,3.5,强链接
roller mechanism,water sprayer,3.5,强链接
integrated frame,water sprayer,3.5,强链接
automatic inclination,synchronous swing,3.5,强链接
automatic inclination,light sensor,3.5,强链接
automatic inclination,sunlight tracking,3.5,强链接
light sensor,synchronous swing,3.5,强链接
sunlight tracking,synchronous swing,3.5,强链接
software module,terrain mapping,3.5,强链接
emergency landing site,software module,3.5,强链接
onboard processor,terrain mapping,3.5,强链接
emergency landing site,onboard processor,3.5,强链接
emergency landing site,terrain mapping,3.5,强链接
automatic sole cleaner,water sprayer,3.5,强链接
automatic test point,discharging face detection,3.5,强链接
automatic sole cleaner,roller mechanism,3.5,强链接
automatic sole cleaner,integrated frame,3.5,强链接
pressing cylinder,servo motor conveyor,3.5,强链接
pressing cylinder,spiral stake production,3.5,强链接
electric cylinder,rack mechanism,3.5,强链接
automatic door,electric cylinder,3.5,强链接
constant-speed reversing,electric cylinder,3.5,强链接
coupling groove,microstrip feed,3.5,强链接
coupling groove,radiation paster,3.5,强链接
microstrip feed,radiation paster,3.5,强链接
central processor integration,deposition rate measurement,3.5,强链接
deviation guidance,navigational map,3.5,强链接
guidance reference,traffic application,3.5,强链接
automatic scrapping,rotating arm,3.5,强链接
O-shaped seal,anti-extrusion ring,3.5,强链接
anti-extrusion ring,hydraulic prop,3.5,强链接
curvature analysis,electrode model,3.5,强链接
automatic test point,electrode model,3.5,强链接
discharging face detection,electrode model,3.5,强链接
automatic test point,curvature analysis,3.5,强链接
boundary surface tracking,central processor integration,3.5,强链接
boundary surface tracking,deposition rate measurement,3.5,强链接
elastic sealing gasket,numerical control system,3.5,强链接
discharge device,elastic sealing gasket,3.5,强链接
elastic sealing gasket,lifting oil groove,3.5,强链接
decorative panel,mobile fulcrum,3.5,强链接
mobile fulcrum,sliding coupling,3.5,强链接
mobile fulcrum,rotating bracket,3.5,强链接
curvature analysis,discharging face detection,3.5,强链接
deviation guidance,traffic application,3.5,强链接
deviation guidance,guidance reference,3.5,强链接
navigational map,traffic application,3.5,强链接
guidance reference,navigational map,3.5,强链接
ratchet wheel,tension spring linkage,3.5,强链接
hydraulic tensile machine,insulator chain testing,3.5,强链接
hydraulic tensile machine,mechanical tolerance monitoring,3.5,强链接
insulator chain testing,mechanical tolerance monitoring,3.5,强链接
integrated frame,roller mechanism,3.5,强链接
decorative panel,sliding coupling,3.5,强链接
decorative panel,rotating bracket,3.5,强链接
integrated axle design,modified isolators,3.5,强链接
fixed ratio mechanism,modified isolators,3.5,强链接
automatic gas cutting,flexible guide rail,3.5,强链接
airport de-icing,efficient heat utilization,3.5,强链接
interlocking plate,ratchet wheel,3.5,强链接
