source,target,weight
plane brushing,power head assembly,1
illuminator sensor,low-altitude altimeter,1
illuminator sensor,refined altitude measurement,1
illuminator sensor,unmanned aerial vehicle,1
angle determination,illuminator sensor,1
low-altitude altimeter,refined altitude measurement,1
low-altitude altimeter,unmanned aerial vehicle,1
angle determination,low-altitude altimeter,1
refined altitude measurement,unmanned aerial vehicle,1
angle determination,refined altitude measurement,1
angle determination,unmanned aerial vehicle,1
cutting accuracy,roller adjustment,1
clamping device,cutting accuracy,1
cutting accuracy,winding glass cutting,1
cutting accuracy,micro line incision,1
clamping device,roller adjustment,1
roller adjustment,winding glass cutting,1
micro line incision,roller adjustment,1
clamping device,winding glass cutting,1
clamping device,micro line incision,1
micro line incision,winding glass cutting,1
pivot bearing,twist link control,1
folding wing UAV,twist link control,1
four-bar mechanism,pivot bearing,1
gas spring actuation,pivot bearing,1
folding wing UAV,pivot bearing,1
folding wing UAV,four-bar mechanism,1
folding wing UAV,gas spring actuation,1
V-shaped groove,sizing block,1
V-shaped groove,blind holes,1
V-shaped groove,elastic support,1
U-shaped notch,V-shaped groove,1
blind holes,sizing block,1
elastic support,sizing block,1
U-shaped notch,sizing block,1
blind holes,elastic support,1
U-shaped notch,blind holes,1
U-shaped notch,elastic support,1
manipulator positioning,trapezoidal rotary column,1
manipulator positioning,swallow-tailed support,1
manipulator positioning,pneumatic rotary column,1
dual plane tables,manipulator positioning,1
swallow-tailed support,trapezoidal rotary column,1
pneumatic rotary column,trapezoidal rotary column,1
dual plane tables,trapezoidal rotary column,1
pneumatic rotary column,swallow-tailed support,1
dual plane tables,swallow-tailed support,1
dual plane tables,pneumatic rotary column,1
aluminum profile cutting,elastic switch mechanism,1
elastic switch mechanism,sliding cutting unit,1
automated positioning,elastic switch mechanism,1
dual motor control,elastic switch mechanism,1
aluminum profile cutting,sliding cutting unit,1
aluminum profile cutting,automated positioning,1
aluminum profile cutting,dual motor control,1
automated positioning,sliding cutting unit,1
dual motor control,sliding cutting unit,1
automated positioning,dual motor control,1
automatic tool change,numerical control lathe,1
numerical control lathe,variable speed cylinder,1
numerical control lathe,spindle motor,1
compact structure,numerical control lathe,1
automatic tool change,variable speed cylinder,1
automatic tool change,spindle motor,1
automatic tool change,compact structure,1
spindle motor,variable speed cylinder,1
compact structure,variable speed cylinder,1
compact structure,spindle motor,1
automatic clamping,labor reduction,1
labor reduction,rotating transfer,1
continuous production,labor reduction,1
labor reduction,pneumatic sliding,1
automatic clamping,rotating transfer,1
automatic clamping,continuous production,1
automatic clamping,pneumatic sliding,1
continuous production,rotating transfer,1
pneumatic sliding,rotating transfer,1
continuous production,pneumatic sliding,1
linear fitting,parameter detection,1
drilling depth tracking,linear fitting,1
linear fitting,real-time modeling,1
automatic relevance,linear fitting,1
drilling depth tracking,parameter detection,1
parameter detection,real-time modeling,1
automatic relevance,parameter detection,1
drilling depth tracking,real-time modeling,1
automatic relevance,drilling depth tracking,1
automatic relevance,real-time modeling,1
automatic transmission,torque-transmitting device,1
automatic transmission,hydraulic control,1
automatic transmission,fluid passage,1
automatic transmission,planetary gear,6
hydraulic control,torque-transmitting device,1
fluid passage,torque-transmitting device,1
planetary gear,torque-transmitting device,1
fluid passage,hydraulic control,1
hydraulic control,planetary gear,1
fluid passage,planetary gear,1
high-pressure gas deformation,sensor-controlled discharge,1
remote construction,sensor-controlled discharge,1
automated assembly,sensor-controlled discharge,1
sensor-controlled discharge,tubular structures,1
high-pressure gas deformation,remote construction,1
automated assembly,high-pressure gas deformation,1
high-pressure gas deformation,tubular structures,1
automated assembly,remote construction,1
remote construction,tubular structures,1
automated assembly,tubular structures,1
compact design,rotational inertia control,1
compact design,energy storage indicator,1
compact design,watch mechanism,1
compact design,oscillating weight,1
energy storage indicator,rotational inertia control,1
rotational inertia control,watch mechanism,1
oscillating weight,rotational inertia control,1
energy storage indicator,watch mechanism,1
energy storage indicator,oscillating weight,1
oscillating weight,watch mechanism,1
focus adjustment,light splitting component,1
focus adjustment,infrared projection,1
focus adjustment,interactive operation,1
dual imaging,focus adjustment,1
infrared projection,light splitting component,1
interactive operation,light splitting component,1
dual imaging,light splitting component,1
infrared projection,interactive operation,1
dual imaging,infrared projection,1
dual imaging,interactive operation,1
GPS tracking,mobile phone analysis,1
mobile phone analysis,pest disease database,1
mobile phone analysis,unmanned aircraft,1
image recognition,mobile phone analysis,1
GPS tracking,pest disease database,1
GPS tracking,unmanned aircraft,1
GPS tracking,image recognition,1
pest disease database,unmanned aircraft,1
image recognition,pest disease database,1
image recognition,unmanned aircraft,1
multi-cavity cylinder,piston damping hole,1
elastic piece interaction,piston damping hole,1
adjustable damping force,piston damping hole,1
piston damping hole,vent hole alignment,1
elastic piece interaction,multi-cavity cylinder,1
adjustable damping force,multi-cavity cylinder,1
multi-cavity cylinder,vent hole alignment,1
adjustable damping force,elastic piece interaction,1
elastic piece interaction,vent hole alignment,1
adjustable damping force,vent hole alignment,1
call filtering,client-server architecture,1
call automation,client-server architecture,1
client-server architecture,communication terminal,1
client-server architecture,intelligent response,1
call automation,call filtering,1
call filtering,communication terminal,1
call filtering,intelligent response,1
call automation,communication terminal,1
call automation,intelligent response,1
communication terminal,intelligent response,1
automatic transmission,simplified manufacturing,1
automatic transmission,brakeless design,1
automatic transmission,clutch system,1
brakeless design,simplified manufacturing,1
planetary gear device,simplified manufacturing,1
clutch system,simplified manufacturing,1
brakeless design,planetary gear device,1
brakeless design,clutch system,1
clutch system,planetary gear device,1
real-time display,solution concentration monitoring,1
micro-adjustment device,solution concentration monitoring,1
floating ball sensor,solution concentration monitoring,1
adaptive environment,solution concentration monitoring,1
micro-adjustment device,real-time display,1
floating ball sensor,real-time display,1
adaptive environment,real-time display,1
floating ball sensor,micro-adjustment device,1
adaptive environment,micro-adjustment device,1
adaptive environment,floating ball sensor,1
iron core,positioning sheet,1
manual adjustment,positioning sheet,1
positioning sheet,spring mechanism,1
positioning sheet,retracting device,1
iron core,manual adjustment,1
iron core,spring mechanism,1
iron core,retracting device,1
manual adjustment,spring mechanism,1
manual adjustment,retracting device,1
retracting device,spring mechanism,1
ditching operation,intelligent tractor,1
intelligent tractor,straight walking system,1
automatic control,intelligent tractor,1
intelligent tractor,laser locating,1
ditching operation,straight walking system,1
automatic control,ditching operation,1
ditching operation,laser locating,1
automatic control,straight walking system,1
laser locating,straight walking system,1
automatic control,laser locating,1
automated control,nano-material electrode,1
automated control,digital micro-fluidic chip,1
automated control,integrated design,1
automated control,electrochemical sensing,1
digital micro-fluidic chip,nano-material electrode,1
integrated design,nano-material electrode,1
electrochemical sensing,nano-material electrode,1
digital micro-fluidic chip,integrated design,1
digital micro-fluidic chip,electrochemical sensing,1
electrochemical sensing,integrated design,1
handcart stabilization,rotary drum linkage,1
automatic control,rotary drum linkage,1
pull rope actuation,rotary drum linkage,1
inserting rod mechanism,rotary drum linkage,1
automatic control,handcart stabilization,1
handcart stabilization,pull rope actuation,1
handcart stabilization,inserting rod mechanism,1
automatic control,pull rope actuation,1
